epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,12543.3,2.56211,1.63831,0.00363,0.35112,0.44544,0.32271,0.13501,2.65748,1.942,0.00463,0.0007822,0.0007822,0.0007822
35,12894.8,2.55405,1.64983,0.00363,0.35852,0.46044,0.3279,0.13805,2.61989,1.87987,0.00454,0.0007756,0.0007756,0.0007756
36,13246.8,2.5524,1.64948,0.00359,0.35163,0.44701,0.31995,0.1333,2.65102,1.87058,0.00465,0.000769,0.000769,0.000769
37,13598.8,2.5584,1.63266,0.00359,0.35489,0.44528,0.31594,0.13209,2.66165,1.90046,0.00464,0.0007624,0.0007624,0.0007624
38,13950.4,2.55238,1.6368,0.00361,0.36529,0.45505,0.32271,0.13732,2.63774,1.8793,0.00465,0.0007558,0.0007558,0.0007558
39,14301.1,2.54525,1.6231,0.00359,0.34905,0.44134,0.31887,0.13411,2.64162,1.92966,0.00461,0.0007492,0.0007492,0.0007492
40,14653.9,2.54533,1.61467,0.00359,0.35764,0.44933,0.32018,0.13388,2.64023,1.88227,0.00462,0.0007426,0.0007426,0.0007426
41,15005.4,2.54171,1.60919,0.00357,0.36165,0.44815,0.32475,0.13597,2.64617,1.88267,0.00462,0.000736,0.000736,0.000736
42,15361.8,2.54574,1.6166,0.0036,0.37148,0.45458,0.32746,0.13838,2.62282,1.89187,0.00455,0.0007294,0.0007294,0.0007294
43,15713.3,2.53293,1.61247,0.00356,0.3497,0.45366,0.32651,0.13771,2.64209,1.88167,0.00462,0.0007228,0.0007228,0.0007228
44,16067,2.54171,1.60842,0.00356,0.36361,0.45611,0.32148,0.13502,2.63824,1.85669,0.00462,0.0007162,0.0007162,0.0007162
45,16418.6,2.53804,1.61567,0.00356,0.34425,0.44876,0.3167,0.12999,2.63601,1.85707,0.00465,0.0007096,0.0007096,0.0007096
46,16771.4,2.54133,1.59591,0.00356,0.35715,0.4533,0.3269,0.13686,2.63418,1.85365,0.00462,0.000703,0.000703,0.000703
47,17122.3,2.52057,1.58363,0.00354,0.35237,0.46249,0.32424,0.13443,2.63966,1.88979,0.00465,0.0006964,0.0006964,0.0006964
48,17474.7,2.52157,1.58436,0.00351,0.36249,0.46299,0.32937,0.13778,2.63851,1.86508,0.00467,0.0006898,0.0006898,0.0006898
49,17822.7,2.513,1.57879,0.00352,0.35338,0.44712,0.31376,0.13235,2.65827,1.92231,0.00471,0.0006832,0.0006832,0.0006832
50,18173.1,2.51637,1.57916,0.00351,0.35404,0.45877,0.32522,0.1366,2.65029,1.91098,0.00466,0.0006766,0.0006766,0.0006766
51,18521.1,2.51434,1.58363,0.00351,0.35531,0.45742,0.31568,0.1311,2.65421,1.9199,0.00469,0.00067,0.00067,0.00067
52,18874.3,2.51999,1.57892,0.00351,0.3585,0.4557,0.33,0.14065,2.62065,1.85458,0.00457,0.0006634,0.0006634,0.0006634
53,19227.8,2.50667,1.57258,0.00351,0.34715,0.45194,0.31789,0.13295,2.6622,1.87588,0.00469,0.0006568,0.0006568,0.0006568
54,19579.3,2.50851,1.56055,0.00351,0.35765,0.44477,0.31981,0.13032,2.64297,1.89708,0.00466,0.0006502,0.0006502,0.0006502
55,19932.3,2.50573,1.56559,0.00348,0.36247,0.44203,0.32087,0.13292,2.66658,1.896,0.0047,0.0006436,0.0006436,0.0006436
56,20282.7,2.50137,1.56565,0.00346,0.35951,0.45555,0.326,0.13668,2.63619,1.87325,0.00463,0.000637,0.000637,0.000637
57,20635.4,2.49252,1.55286,0.00346,0.35655,0.44918,0.32016,0.13086,2.65588,1.87729,0.00471,0.0006304,0.0006304,0.0006304
58,20986,2.47978,1.53522,0.00343,0.36267,0.45814,0.32928,0.13859,2.65557,1.87224,0.00469,0.0006238,0.0006238,0.0006238
59,21336.1,2.48244,1.54837,0.00341,0.36527,0.45736,0.31769,0.13061,2.62111,1.88657,0.00464,0.0006172,0.0006172,0.0006172
60,21684,2.49254,1.53968,0.00346,0.36947,0.44022,0.31717,0.12976,2.65762,1.90448,0.0047,0.0006106,0.0006106,0.0006106
61,22035.7,2.48043,1.54209,0.00342,0.37593,0.44552,0.32645,0.13352,2.65767,1.90409,0.00471,0.000604,0.000604,0.000604
62,22383.9,2.46923,1.52898,0.00342,0.36338,0.44868,0.32595,0.13642,2.65089,1.90303,0.00464,0.0005974,0.0005974,0.0005974
63,22728.8,2.47805,1.52536,0.00341,0.36243,0.46217,0.32731,0.13395,2.65008,1.88758,0.00469,0.0005908,0.0005908,0.0005908
64,23110.2,2.47354,1.52032,0.00341,0.3616,0.45492,0.32133,0.13454,2.66545,1.91683,0.00472,0.0005842,0.0005842,0.0005842
65,23461,2.46996,1.51618,0.00343,0.37073,0.44981,0.32108,0.13386,2.6386,1.88802,0.00462,0.0005776,0.0005776,0.0005776
66,23811.5,2.46785,1.51185,0.0034,0.36883,0.45663,0.32616,0.13309,2.66515,1.87383,0.00469,0.000571,0.000571,0.000571
67,24163,2.46452,1.50721,0.0034,0.37016,0.45218,0.31992,0.13184,2.65592,1.85928,0.00465,0.0005644,0.0005644,0.0005644
68,24530.9,2.46166,1.50092,0.00338,0.36113,0.45341,0.31524,0.13049,2.67862,1.91096,0.00479,0.0005578,0.0005578,0.0005578
69,24880.8,2.45639,1.50763,0.00337,0.36624,0.45838,0.32242,0.13332,2.66606,1.89257,0.00471,0.0005512,0.0005512,0.0005512
70,25230.5,2.45757,1.50207,0.00337,0.35744,0.45939,0.3211,0.13174,2.65234,1.88996,0.00467,0.0005446,0.0005446,0.0005446
71,25579.3,2.45388,1.49588,0.00335,0.37221,0.45276,0.31727,0.13051,2.67276,1.88569,0.00474,0.000538,0.000538,0.000538
72,25931.2,2.45193,1.49183,0.00333,0.36435,0.45092,0.31658,0.12896,2.70564,1.92159,0.00476,0.0005314,0.0005314,0.0005314
73,26281.7,2.45456,1.49533,0.00335,0.35792,0.45283,0.32311,0.13145,2.66018,1.90253,0.00472,0.0005248,0.0005248,0.0005248
74,26631.6,2.44023,1.48537,0.00331,0.36114,0.45441,0.32069,0.13101,2.67112,1.90953,0.00472,0.0005182,0.0005182,0.0005182
75,26981.2,2.44368,1.48892,0.00332,0.35656,0.45211,0.31557,0.13134,2.67602,1.929,0.00474,0.0005116,0.0005116,0.0005116
76,27331.8,2.43554,1.48027,0.00329,0.36373,0.45093,0.31552,0.12868,2.6791,1.92371,0.00478,0.000505,0.000505,0.000505
77,27683.5,2.4351,1.46562,0.00329,0.36407,0.44898,0.31954,0.13109,2.64632,1.89542,0.00465,0.0004984,0.0004984,0.0004984
78,28035.1,2.43303,1.46591,0.00329,0.35467,0.44454,0.3072,0.12377,2.71744,1.9536,0.00485,0.0004918,0.0004918,0.0004918
79,28385.4,2.42422,1.45744,0.00329,0.36468,0.45441,0.32183,0.13199,2.65146,1.89383,0.00468,0.0004852,0.0004852,0.0004852
80,28736.5,2.41641,1.45497,0.0033,0.35239,0.44597,0.31377,0.12708,2.68309,1.93518,0.00476,0.0004786,0.0004786,0.0004786
81,29088.4,2.41936,1.45953,0.00329,0.36592,0.44575,0.31543,0.1276,2.6799,1.91429,0.00474,0.000472,0.000472,0.000472
82,29438.3,2.42579,1.45879,0.00328,0.36196,0.44481,0.30858,0.12576,2.71267,1.96233,0.00487,0.0004654,0.0004654,0.0004654
