epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,6763.27,2.31144,1.50102,1.09905,0.46463,0.24835,0.23833,0.10228,2.28676,1.36243,1.06675,4.0768e-05,4.0768e-05,4.0768e-05
42,6926.11,2.29835,1.48349,1.09482,0.46079,0.24878,0.23942,0.10221,2.28511,1.35754,1.06388,3.68872e-05,3.68872e-05,3.68872e-05
43,7086.86,2.29705,1.4744,1.09573,0.47135,0.25008,0.2429,0.10504,2.27336,1.34477,1.0628,3.30064e-05,3.30064e-05,3.30064e-05
44,7242.53,2.29656,1.47009,1.09387,0.49332,0.25285,0.24616,0.1063,2.27652,1.34227,1.06129,2.91256e-05,2.91256e-05,2.91256e-05
45,7405.54,2.28204,1.45951,1.09354,0.47475,0.24591,0.24232,0.1042,2.27849,1.34274,1.06356,2.52448e-05,2.52448e-05,2.52448e-05
46,7565.99,2.2849,1.45971,1.08866,0.49647,0.25371,0.24922,0.10727,2.26956,1.33817,1.06079,2.1364e-05,2.1364e-05,2.1364e-05
47,7723.86,2.2762,1.44934,1.0914,0.49517,0.25165,0.25044,0.10855,2.26565,1.33436,1.05949,1.74832e-05,1.74832e-05,1.74832e-05
48,7887.48,2.28289,1.44766,1.09108,0.49155,0.25525,0.2526,0.10892,2.26662,1.33368,1.05937,1.36024e-05,1.36024e-05,1.36024e-05
49,8047.47,2.26928,1.44207,1.09275,0.49379,0.25325,0.25322,0.10982,2.26482,1.32986,1.05901,9.7216e-06,9.7216e-06,9.7216e-06
50,8209.66,2.27946,1.44266,1.08554,0.495,0.25685,0.25346,0.11024,2.26251,1.32889,1.05822,5.8408e-06,5.8408e-06,5.8408e-06
